model_move,1,2.01
model_move,1,33.77
model_move,2,35.38
model_move,3,37.06
cp_hand,1,54.83
cp_hand,2,66.85
model_move,4,68.06
model_move,5,69.22
model_move,6,70.06
model_move,7,70.73
model_hide,1,73.31
model_move,8,74.68999
model_hand,1,78.92
model_hand,2,80.71
model_move,9,83.05
model_move,10,87.33
teleport_model,1,96.73
teleport_local,1,99.89
teleport_local,2,102.14
teleport_local,3,106.13
teleport_local,4,108.09
teleport_local,5,111.94
teleport_local,6,114.94
orb_touch,1,115.35,********
teleport_local,7,118.39
model_move,11,120.46
teleport_local,8,122.42
model_hide,2,124.8
model_move,12,125.9
model_hand,3,128.86
model_hand,4,130.3
model_hand,5,132.92
model_hand,6,134.83
cp_hand,3,163.33
teleport_model,2,166.83
teleport_local,9,168.73
teleport_local,10,171.56
teleport_local,11,172.89
teleport_local,12,174.89
teleport_local,13,175.84
teleport_local,14,182.14
teleport_local,15,183.48
teleport_local,16,184.83
teleport_local,17,186.84
teleport_local,18,191.02
teleport_local,19,193.03
teleport_local,20,194.37
orb_touch,2,194.38,********
model_move,13,200.5
teleport_model,3,204.69
teleport_local,21,206.64
model_move,14,210.06
cp_hand,4,213.79
teleport_model,4,215.6
orb_touch,3,216.19,********
teleport_local,22,224.95
orb_touch,4,226.73,********
teleport_local,23,231.43
model_move,15,234.22
teleport_model,5,239.23
teleport_local,24,240.88
teleport_local,25,243.58
orb_touch,5,243.89,********
model_move,16,246.62
teleport_model,6,250.97
teleport_local,26,253.01
model_move,17,256.76
teleport_model,7,268.09
model_move,18,270.42
cp_hand,5,286.3
teleport_local,27,296.8
orb_touch,6,298.6,********
model_move,19,301.82
cp_hand,6,304.34
teleport_model,8,306.82
teleport_local,28,309.01
orb_touch,7,310.76,********
avatar_hand,1,318.91
teleport_local,29,319.33
teleport_local,30,321.01
model_move,20,322.92
teleport_model,9,328.19
teleport_local,31,332.17
teleport_local,32,333.4
orb_touch,8,334.44,********
teleport_local,33,336.84
model_move,21,337.44
teleport_model,10,344.88
teleport_local,34,346.54
model_move,22,349.47
teleport_model,11,353.94
teleport_local,35,356
orb_touch,9,356.91,********
teleport_local,36,359.46
model_move,23,360.19
teleport_local,37,363.71
teleport_model,12,371.08
model_move,24,375.64
teleport_local,38,385.89
teleport_model,13,391.7
teleport_local,39,395.76
orb_touch,10,396.8,********

*****STATS*****

FINISH_TIME,396.8
model_hand,6
model_buttons,0
model_move,24
model_hide,2
cp_hand,6
cp_buttons,0
avatar_hand,1
avatar_buttons,0
teleport_model,13
teleport_local,39
orb_touch,10
teleport_local,40,399.48
