model_hand,1,29.42
teleport_local,1,33.4
teleport_local,2,38.14
model_hand,2,47.22
model_hand,3,49.36
model_hand,4,50.84
model_hand,5,57.1
model_hand,6,61.15
teleport_model,1,64.14
teleport_local,3,70.67
orb_touch,1,72.68,********
teleport_local,4,75.37
teleport_local,5,80.24
teleport_local,6,97.22
model_move,1,107.65
model_move,2,109.83
cp_hand,1,125.56
cp_buttons,1,134.92
cp_hand,2,134.92
teleport_local,7,136.56
model_hide,1,141.61
teleport_local,8,145.54
teleport_local,9,153.05
teleport_local,10,154.57
teleport_local,11,157.59
teleport_local,12,159.87
teleport_local,13,175.83
orb_touch,2,175.84,********
teleport_local,14,179.68
teleport_local,15,182.09
teleport_local,16,187.81
teleport_local,17,189.01
teleport_local,18,192.07
teleport_local,19,193.98
teleport_local,20,198.73
teleport_local,21,203.4
teleport_local,22,209.34
teleport_local,23,213.05
teleport_local,24,221.1
teleport_local,25,223.64
teleport_local,26,225.6
teleport_local,27,229.09
teleport_local,28,232.92
teleport_local,29,235.32
orb_touch,3,235.34,********
teleport_local,30,241.68
teleport_local,31,244.93
teleport_local,32,248.31
teleport_local,33,253.62
orb_touch,4,263.28,********
teleport_local,34,265.86
teleport_local,35,274.18
teleport_local,36,275.43
model_move,3,280.71
model_hide,2,284.46
teleport_local,37,286.42
model_move,4,287.87
cp_hand,3,293.27
model_hide,3,294.51
teleport_local,38,295.94
teleport_local,39,298.49
teleport_local,40,302.94
teleport_local,41,307.36
teleport_local,42,312.19
teleport_local,43,315.62
teleport_local,44,319.44
teleport_local,45,321.43
teleport_local,46,325.23
teleport_local,47,325.6
teleport_local,48,328.12
teleport_local,49,329.86
teleport_local,50,331.44
model_move,5,333.82
cp_hand,4,342.93
model_move,6,346.42
model_move,7,347.75
model_hide,4,348.3
teleport_local,51,354.93
teleport_local,52,358.09
teleport_local,53,360.84
teleport_local,54,364.5
teleport_local,55,368.01
teleport_local,56,372.1
teleport_local,57,377.04
teleport_local,58,379.71
teleport_local,59,382.64
teleport_local,60,385.77
teleport_local,61,389.54
teleport_local,62,394.1
teleport_local,63,399.89
teleport_local,64,402.3
model_move,8,404.8
model_move,9,407.59
cp_hand,5,411.35
model_hand,7,413.61
model_hand,8,415.76
model_hand,9,418.13
model_hand,10,419.73
teleport_local,65,423.24
model_move,10,424.47
model_move,11,425.22
model_hide,5,425.7
teleport_local,66,428.17
orb_touch,5,429.6,********
avatar_hand,1,446.82
teleport_local,67,447.24
avatar_hand,2,449.46
teleport_local,68,449.88
avatar_hand,3,451.68
teleport_local,69,452.1
avatar_buttons,1,461.39
avatar_hand,4,461.39
teleport_local,70,461.81
avatar_hand,5,464.95
teleport_local,71,465.37
model_move,12,466.37
cp_hand,6,475.48
cp_buttons,2,488.23
cp_hand,7,488.23
model_buttons,1,495.88
model_hand,11,495.88
model_hand,12,498.01
model_buttons,2,500.82
cp_hand,8,506.17
model_hand,13,520.95
model_hand,14,522.47
teleport_model,2,525.22
teleport_local,72,531.36
model_move,13,539.08
model_hand,15,543.75
teleport_model,3,550.98
teleport_local,73,556.95
teleport_local,74,558.46
avatar_buttons,2,570.45
teleport_local,75,570.87
teleport_local,76,572.45
teleport_local,77,582.19
teleport_local,78,584.27
orb_touch,6,584.67,********
model_move,14,590.81
cp_hand,9,594.82
cp_hand,10,599.47
teleport_model,4,600.89
teleport_local,79,603.26
teleport_local,80,606.47
orb_touch,7,607.69,********
teleport_local,81,611.46
teleport_local,82,614.37
model_move,15,618.16
model_hand,16,620.97
model_hand,17,621.96
model_hand,18,622.93
model_hand,19,628.35
teleport_model,5,634.9
teleport_local,83,639.01
orb_touch,8,639.03,********
model_move,16,658.51
cp_hand,11,663.23
teleport_model,6,665.19
teleport_local,84,669.09
avatar_hand,6,674.79
teleport_local,85,675.22
teleport_local,86,677.45
orb_touch,9,678.16,********
teleport_local,87,681.54
teleport_local,88,684.11
avatar_hand,7,687.65
teleport_local,89,688.08
model_move,17,690.62
cp_hand,12,693.88
teleport_model,7,696.67
teleport_local,90,701.05
orb_touch,10,701.9,********

*****STATS*****

FINISH_TIME,701.9
model_hand,19
model_buttons,2
model_move,17
model_hide,5
cp_hand,12
cp_buttons,2
avatar_hand,7
avatar_buttons,2
teleport_model,7
teleport_local,90
orb_touch,10
